price,bedrooms,bathrooms,Type of Property,Erf Size,Floor Size,Levies,Pool,Rates and Taxes,parking space,Pets Allowed
R 2 650 000,4.0,2.5,House,1303m²,,,0,R900,2.0,1.0
R 745 000,2.0,1.0,Apartment/Flat,,,R1800,0,R556,1.0,0.0
R 7 500 000,,,IndustrialProperty,1800m²,1800m²,,0,,,
R 4 100 000,4.0,4.0,House,,,,0,,2.0,
R 1 090 000,1.0,1.0,Apartment/Flat,,29m²,,0,R588,,0.0
R 1 279 000,2.0,1.0,Apartment/Flat,12928m²,89m²,R1624,0,,2.0,
R 1 270 000,2.0,2.0,Townhouse,,101m²,R1250,0,R650,2.0,
R 4 500 000,5.0,5.0,House,634m²,,R1500,0,R3000,3.0,1.0
R 1 699 900 - R 2 399 900,,,,,,,0,,,
R 4 399 000,4.0,3.0,House,1024m²,320m²,,0,,2.0,1.0
R 6 750 000,,,IndustrialProperty,2000m²,,,0,,,
POA,,,VacantLand/Plot,,,,0,,,
R 1 449 000,2.0,2.0,Apartment/Flat,,70m²,R2262,0,R938,1.0,
R 1 190 000,3.0,2.0,Townhouse,,97m²,R1870,0,R640,2.0,
R 999 000,3.0,2.0,Apartment/Flat,,121m²,R1127,0,,,
R 4 200 000,2.0,2.0,Apartment/Flat,,85m²,,0,,2.0,
R 8 200 000,4.0,4.0,House,802m²,479m²,,0,R4628,3.0,1.0
R 930 000,3.0,2.0,House,163m²,,,0,,2.0,1.0
R 2 700 000,,,IndustrialProperty,1600m²,850m²,,0,,,
R 8 750 000,4.0,4.5,House,3581m²,,,0,,9.0,1.0
R 620 000,3.0,1.0,Townhouse,,,,0,,2.0,0.0
R 695 000,2.0,1.0,Apartment/Flat,,70m²,R2114,0,R434,1.0,
R 395 000,1.0,1.0,Apartment/Flat,34m²,34m²,,0,R900,1.0,0.0
R 1 750 000,11.0,3.0,House,1698m²,,,0,R1850,12.0,
R 1 799 000,4.0,2.0,House,589m²,,,0,R471,5.0,
R 4 100 000,2.0,2.0,Apartment/Flat,,130m²,R6491,0,R2406,2.0,0.0
R 3 300 000,2.0,2.0,House,495m²,,,0,R2550,3.0,1.0
R 875 000,3.0,1.0,Townhouse,4176m²,76m²,,0,,2.0,0.0
R 2 050 000,,,VacantLand/Plot,4198m²,,,0,,,
R 4 770 000,,,,,,,0,,,
R 1 520 000,3.0,2.5,House,990m²,,,0,R900,2.0,1.0
R 1 800 000,2.0,1.0,Apartment/Flat,,113m²,R3760,0,,1.0,0.0
R 19 500 000,6.0,6.5,House,3695m²,1400m²,,0,R8205,4.0,1.0
R 1 600 000,2.0,2.0,Apartment/Flat,14499m²,82m²,R1508,0,R1098,1.0,0.0
R 1 950 000,3.0,2.5,House,2218m²,,,0,R1170,8.0,1.0
R 2 050 000,3.0,2.0,House,,,,0,,6.0,
R 3 750 000,,2.5,House,487m²,,,0,,2.0,1.0
R 1 695 000,4.0,2.5,House,355m²,300m²,,0,R846,1.0,1.0
R 650 000,2.0,1.0,Apartment/Flat,655m²,33m²,R1900,0,R300,,0.0
R 549 000,2.0,2.0,Apartment/Flat,994m²,135m²,R2380,0,R590,,0.0
R 2 495 000,4.0,3.0,House,2245m²,,,0,,,1.0
R 1 080 000,3.0,1.0,House,495m²,,,0,R484,,1.0
R 1 500 000,4.0,2.0,House,1038m²,,,0,R391,6.0,
POA,3.0,2.5,House,,273m²,,0,,2.0,
R 2 850 000,,,House,,,,0,,,
R 999 999,,,CommercialProperty,505m²,,,0,R950,,
R 570 000,2.0,1.0,Apartment/Flat,,,,0,,,
R 380 000,2.0,1.0,House,286m²,,,0,,,
R 1 330 000,1.0,1.0,Apartment/Flat,,71m²,R818,0,,2.0,1.0
R 3 995 000,3.0,2.0,House,977m²,,,0,,7.0,1.0
R 570 000,,,,,,,0,,,
R 4 500 000,5.0,4.0,House,1043m²,,,0,,2.0,1.0
R 1 800 000,,,VacantLand/Plot,,,,0,,,
R 695 000,2.0,1.0,Apartment/Flat,,,R1497,0,R364,1.0,0.0
R 940 000,1.0,1.0,Apartment/Flat,,45m²,R1349,0,R610,1.0,0.0
R 295 000,1.0,1.0,Apartment/Flat,,,,0,,1.0,
R 5 200 000,,,IndustrialProperty,1663m²,1200m²,,0,,,
R 320 000,1.0,1.0,Apartment/Flat,,48m²,R1100,0,,,
R 1 995 000,8.0,4.0,House,550m²,,,0,,8.0,
R 5 250 000,3.0,3.0,House,1172m²,,,0,R3111,2.0,1.0
R 3 500 000,4.0,2.0,House,1983m²,,,0,R3616,2.0,1.0
R 4 500 000,3.0,5.0,House,990m²,,,0,R2544,7.0,
R 550 000,1.0,1.0,Apartment/Flat,1000m²,45m²,R1624,0,,,
R 1 490 000,3.0,1.5,House,496m²,180m²,,0,R436,2.0,1.0
R 825 000,2.0,1.0,Apartment/Flat,,50m²,R1918,0,,,
R 1 500 000,2.0,1.0,Apartment/Flat,,75m²,R2416,0,R1000,1.0,
R 665 000,1.0,1.0,Apartment/Flat,,,,0,,1.0,
R 1 390 000,3.0,2.0,House,964m²,,,0,R435,2.0,
R 2 650 000,3.0,1.0,House,494m²,,,0,,5.0,
R 750 000,2.0,1.0,Apartment/Flat,,108m²,R3207,0,R565,1.0,0.0
R 6 500 000 - R 7 990 000,,,,,,,0,,,
R 1 999 000,2.0,2.0,Apartment/Flat,,117m²,R3200,0,R958,2.0,0.0
R 380 000,1.0,1.0,Apartment/Flat,,30m²,R1500,0,,,0.0
R 250 000,2.0,1.0,House,285m²,,,0,,,
R 4 995 000,4.0,3.0,House,2218m²,,,0,,6.0,1.0
R 1 300 000,3.0,1.0,House,421m²,,,0,,,
R 1 675 000,9.0,5.0,House,990m²,,,0,,2.0,1.0
R 1 349 000,3.0,2.0,Apartment/Flat,,,,0,,1.0,
R 1 900 000,,1.0,House,495m²,380m²,,0,R897,1.0,
R 855 000,3.0,2.5,Townhouse,2882m²,152m²,R2250,0,R1950,2.0,1.0
R 520 000,3.0,1.0,Apartment/Flat,456m²,97m²,R1320,0,,,
R 3 880 000,3.0,2.5,House,495m²,495m²,,0,R2450,2.0,1.0
R 3 890 000,2.0,2.0,Apartment/Flat,,100m²,,0,,1.0,
R 395 000,1.0,1.0,House,,,,0,,1.0,1.0
R 690 000,3.0,2.0,House,446m²,,,0,,1.0,
R 2 350 000,,,VacantLand/Plot,660m²,,R1780,0,,,
R 225 000,,1.0,Apartment/Flat,1500m²,37m²,R921,0,,,
R 650 000,2.0,1.0,Apartment/Flat,,61m²,R1200,0,R320,,
R 1 800 000 - R 5 400 000,,,,,,,0,,,
R 575 000,1.5,11.0,Apartment/Flat,655m²,45m²,R1700,0,R200,1.0,0.0
R 2 599 999,,,CommercialProperty,,,,0,,,
R 799 000,2.0,2.0,Apartment/Flat,,97m²,,0,,1.0,
R 530 000,,1.0,Apartment/Flat,,32m²,R1300,0,R300,,0.0
R 1 195 000,3.0,1.0,House,601m²,,,0,R607,1.0,0.0
R 1 700 000,2.0,3.0,House,,,,0,R1087,1.0,0.0
R 2 709 000,4.0,2.0,House,1250m²,400m²,,0,R1400,3.0,
R 1 950 000,3.0,1.0,House,495m²,,,0,,1.0,
R 575 000,1.5,1.0,Apartment/Flat,655m²,45m²,R1700,0,R200,1.0,0.0
R 1 200 000,1.0,1.0,Apartment/Flat,,,,0,,1.0,
R 1 790 000,1.0,1.0,Apartment/Flat,,55m²,,0,,1.0,
R 695 000,3.0,1.0,House,,,,0,,7.0,
R 1 090 000,2.0,2.0,Apartment/Flat,,,,0,,2.0,
R 2 300 000,4.0,3.0,House,1487m²,,,0,R877,2.0,0.0
R 500 000,2.0,2.0,Townhouse,,,,0,,2.0,0.0
R 2 690 000,3.0,3.0,House,2082m²,,,0,R1441,3.0,
R 1 380 000,5.0,2.0,House,546m²,,,0,,4.0,
R 830 000,3.0,1.5,Apartment/Flat,,,,0,,1.0,
R 1 450 000,10.0,5.0,House,508m²,,,0,,,1.0
R 2 000 000,5.0,2.0,House,3943m²,,,0,R6000,2.0,1.0
R 999 950 - R 2 550 000,,,,,,,0,,,
R 2 999 000,3.0,2.5,House,1154m²,,,0,,4.0,1.0
R 2 600 000,,,IndustrialProperty,1150m²,1376m²,,0,,,
R 4 000 000,3.0,3.5,Townhouse,,420m²,R2000,0,,7.0,0.0
R 455 000,,1.0,Apartment/Flat,36m²,36m²,R1100,0,R823,,
R 630 000,2.0,1.0,Apartment/Flat,201m²,72m²,R1500,0,R400,,
R 6 200 000,3.0,3.5,House,479m²,350m²,R1500,0,R4500,3.0,1.0
R 299 999,1.0,1.0,Apartment/Flat,,,R1800,0,R769,,
R 950 000,3.0,2.0,Townhouse,1580m²,,R1803,0,,,0.0
R 2 300 000,2.0,2.0,Apartment/Flat,,161m²,R6605,0,R1804,2.0,
R 790 000,2.0,2.5,Apartment/Flat,95m²,95m²,R2100,0,R450,1.0,
R 2 745 000,2.0,2.0,Apartment/Flat,,90m²,,0,,2.0,
R 2 900 000,,,CommercialProperty,992m²,670m²,,0,,,
R 790 000,1.0,1.0,Apartment/Flat,,,,0,,1.0,
R 847 000,2.0,1.0,Apartment/Flat,,,,0,,1.0,
R 1 300 000,4.0,2.0,House,248m²,,,0,R669,,1.0
R 1 495 000,2.0,2.0,Apartment/Flat,54122m²,114m²,R1655,0,R636,2.0,0.0
R 1 600 000,3.0,2.0,House,,163m²,R2000,0,R813,2.0,1.0
R 4 500 000,3.0,3.5,Apartment/Flat,,,R3500,0,R3900,2.0,0.0
R 1 150 000,1.0,1.5,Apartment/Flat,,94m²,R1944,0,R463,1.0,1.0
R 2 370 500 - R 2 552 550,,,,,,,0,,,
R 683 000,3.0,2.0,Townhouse,,123m²,R1200,0,,1.0,0.0
R 3 500 000,4.0,3.0,House,1214m²,,,0,,1.0,
R 7 500 000,5.0,4.5,House,1466m²,,,0,,5.0,1.0
R 320 000,1.0,1.0,Apartment/Flat,,,R550,0,,1.0,
R 1 199 000,2.0,2.0,Apartment/Flat,,101m²,R630,0,R881,1.0,1.0
R 12 000 000,5.0,6.5,House,2359m²,700m²,,0,R4500,5.0,1.0
R 520 000,1.0,1.0,Apartment/Flat,,35m²,R1300,0,R400,1.0,0.0
R 1 150 000,2.0,2.5,Apartment/Flat,125m²,125m²,,0,,2.0,
R 5 400 000,3.0,2.0,House,618m²,276m²,,0,,2.0,0.0
R 3 100 000,6.0,6.0,House,712m²,450m²,,0,R1975,7.0,
R 920 000,3.0,1.0,House,495m²,497m²,R800,0,R580,2.0,1.0
R 2 500 000,,,CommercialProperty,495m²,,,0,,,
R 1 350 000,2.0,1.0,Apartment/Flat,,,,0,,3.0,1.0
R 2 400 000,,,VacantLand/Plot,706m²,,,0,R2970,,
R 1 850 000,4.0,3.0,House,529m²,,,0,R350,4.0,
R 12 790 000,,,CommercialProperty,495m²,,R335,0,R960,,
R 720 000,2.0,2.0,Apartment/Flat,,69m²,R1831,0,,1.0,
R 400 000,,1.0,Apartment/Flat,37m²,37m²,R1458,0,R650,1.0,
R 2 199 999,3.0,3.0,Townhouse,,340m²,,0,,2.0,1.0
R 550 000,5.0,1.0,House,,,,0,,1.0,0.0
R 1 520 000 - R 1 755 000,,,,,,,0,,,
R 900 000,2.0,1.0,Townhouse,,,R1000,0,R600,,
R 1 295 000,2.0,2.0,Townhouse,1652m²,,R1000,0,R704,2.0,0.0
R 899 000,3.0,2.0,Apartment/Flat,4601m²,140m²,R4500,0,R596,1.0,0.0
R 555 000,3.0,1.0,House,600m²,,,0,,4.0,
R 650 000,2.0,1.0,House,300m²,,,0,,,
R 1 200 000,,,CommercialProperty,123m²,123m²,R2426,0,,,
R 290 000,1.0,1.0,Apartment/Flat,1111m²,55m²,R1400,0,R300,1.0,0.0
R 1 299 000,3.0,2.0,House,857m²,130m²,,0,,4.0,1.0
R 320 000,2.0,1.0,Apartment/Flat,,48m²,,0,,,
R 1 395 000,1.0,1.0,Apartment/Flat,,93m²,R2976,0,R855,1.0,0.0
R 750 000,2.0,2.0,Apartment/Flat,,,,0,,2.0,
R 1 320 000,3.0,1.0,Apartment/Flat,,135m²,R3800,0,R600,2.0,
R 7 800 000,,,VacantLand/Plot,87816m²,,R1800,0,,,
R 1 950 000,2.0,2.0,Apartment/Flat,,78m²,R2643,0,R1076,1.0,0.0
R 1 760 000,6.0,3.0,House,978m²,,,0,,2.0,1.0
R 1 600 000,2.0,2.0,Apartment/Flat,,107m²,,0,,1.0,
R 450 000,2.0,1.0,Apartment/Flat,,46m²,R450,0,R250,1.0,
R 13 000 000,,,CommercialProperty,47747m²,3700m²,,0,,,
R 1 350 000,3.0,1.0,House,495m²,,,0,R500,9.0,
R 600 000,2.0,1.0,Apartment/Flat,,50m²,R800,0,R280,1.0,
R 1 099 000,3.0,2.5,Townhouse,,176m²,R2300,0,R600,2.0,0.0
R 1 380 000,3.0,2.0,Apartment/Flat,37252m²,100m²,R2300,0,R800,3.0,1.0
R 550 000,3.0,2.0,House,420m²,,,0,,,1.0
R 4 200 000,,,CommercialProperty,1027m²,100m²,R2100,0,R2200,,
R 750 000,3.0,1.0,Townhouse,,67m²,R1500,0,R413,,
R 530 000,1.0,1.0,Apartment/Flat,,52m²,,0,,,
R 1 550 000,3.0,3.0,House,332m²,300m²,,0,R950,6.0,1.0
R 220 000,2.0,1.0,Apartment/Flat,,,R1843,0,,,
R 2 190 000,4.0,2.5,House,1331m²,,,0,R1100,,0.0
R 1 500 000,3.0,2.0,House,,,,0,,2.0,
R 2 490 000,2.0,2.0,Apartment/Flat,80.5m²,80m²,R2700,0,,,
R 900 000,,,VacantLand/Plot,840m²,,,0,,,
R 2 499 000,4.0,2.0,Apartment/Flat,,232m²,R5600,0,R1800,2.0,
R 600 000,2.0,1.0,Apartment/Flat,,,,0,,2.0,
R 13 500 000,,,CommercialProperty,2703m²,,,0,,,
R 1 500 000,4.0,2.0,Apartment/Flat,5855m²,232m²,,0,R716,3.0,0.0
R 480 000,1.0,1.0,Apartment/Flat,2478m²,33m²,R886,0,R300,,0.0
R 10 800 000,,,IndustrialProperty,12082m²,12082m²,R12082,0,,,
R 400 000,2.0,2.0,Apartment/Flat,1990m²,70m²,R1400,0,R300,2.0,0.0
R 629 000,,,,,,,0,,,
R 480 000,2.0,1.0,Apartment/Flat,994m²,100m²,R800,0,R1000,1.0,0.0
R 6 800 000,,,VacantLand/Plot,45033m²,,,0,,,
R 1 299 000,3.0,2.0,Apartment/Flat,,106m²,R1350,0,R343,,
R 980 000,3.0,1.0,House,495m²,495m²,R1400,0,R300,2.0,0.0
R 3 295 000,8.0,7.0,House,2140m²,,,0,,4.0,
R 1 495 000,7.0,3.0,House,1796m²,,,0,,5.0,
R 1 245 000,3.0,3.0,Townhouse,,,,0,,2.0,1.0
R 1 199 000,2.0,2.0,Apartment/Flat,,101m²,R1325,0,R263,,
R 1 295 000,1.0,1.0,Apartment/Flat,,57m²,R1800,0,R800,1.0,0.0
R 995 000,3.0,2.0,House,,,,0,,1.0,
R 2 190 000,4.0,3.0,House,,,,0,,3.0,
R 2 250 000,2.0,1.5,Apartment/Flat,,64m²,R2000,0,R900,2.0,0.0
R 2 280 000,3.0,2.0,House,1000m²,,,0,,2.0,1.0
R 1 549 000,2.0,2.0,Apartment/Flat,,77m²,R3010,0,R1200,1.0,
R 3 499 900,4.0,3.0,House,836m²,,,0,,2.0,
R 8 350 000,3.0,3.5,Apartment/Flat,,220m²,R9470,0,R4716,2.0,1.0
POA,4.0,4.0,House,552m²,550m²,R1961,0,R3500,2.0,0.0
R 630 000,2.0,1.0,Apartment/Flat,201m²,75m²,R2100,0,R403,1.0,
R 2 499 900 - R 3 099 900,,,,,,,0,,,
R 2 299 000,2.0,2.0,Apartment/Flat,,170m²,R5100,0,,1.0,1.0
R 850 000,3.0,3.0,House,684m²,,,0,R155,3.0,1.0
R 3 850 000,7.0,9.0,House,1500m²,550m²,,0,R1500,4.0,
R 3 900 000,3.0,2.0,House,1027m²,405m²,,0,R3643,4.0,
R 5 925 000,3.0,3.0,House,2189m²,,,0,,6.0,1.0
R 9 950 000,4.0,4.5,House,971m²,500m²,,0,,2.0,1.0
R 995 000,2.0,2.0,Apartment/Flat,,84m²,,0,,2.0,
R 2 199 000,3.0,2.0,Apartment/Flat,148m²,,R3400,0,R1400,2.0,
R 1 225 000,3.0,2.0,Apartment/Flat,,125m²,R2585,0,R604,2.0,0.0
R 650 000,2.0,1.0,Apartment/Flat,,,R649,0,R250,,
R 500 000,2.0,1.0,Townhouse,103m²,,R1500,0,,1.0,
R 1 295 000,3.0,1.5,House,,,,0,,6.0,
R 869 000,3.0,2.0,House,420m²,,,0,R626,2.0,1.0
R 1 179 000,3.0,2.0,Apartment/Flat,,163m²,R2750,0,R300,3.0,0.0
R 400 000,1.0,1.0,Apartment/Flat,5158m²,29m²,R940,0,R300,2.0,0.0
R 4 999 000,4.0,2.0,House,,,,0,,3.0,
R 2 049 000,4.0,2.5,House,990m²,,,0,,,
R 3 750 000,3.0,3.0,House,495m²,249m²,,0,R2067,2.0,1.0
R 849 995,2.0,1.0,Apartment/Flat,1898m²,93m²,R2000,0,R300,,0.0
R 1 795 000,5.0,3.0,House,1133m²,,,0,R2166,2.0,1.0
R 50 000 000,,,IndustrialProperty,6764m²,,R4632,0,,,
R 765 000,,,Apartment/Flat,,,R2247,0,,,
R 2 600 000,3.0,2.0,Townhouse,,,,0,,2.0,
R 4 900 000,4.0,4.5,House,2002m²,400m²,,0,,10.0,
R 1 549 000,3.0,2.0,Apartment/Flat,,178m²,R5173,0,R1715,2.0,
R 3 500 000,,,CommercialProperty,,1017m²,,0,,,
R 900 000,3.0,1.0,House,496m²,,,0,,6.0,
R 1 299 000,1.0,1.0,Apartment/Flat,,88m²,R2274,0,R1048,,1.0
R 1 695 000,4.0,3.0,House,975m²,,,0,,8.0,
R 1 975 000,4.0,2.0,House,1790m²,,,0,R1000,2.0,0.0
R 2 350 000,2.0,2.0,House,600m²,124m²,,0,R600,2.0,
R 480 000,1.0,1.0,Apartment/Flat,10000m²,50m²,R1070,0,R800,2.0,0.0
R 750 000,1.0,1.0,Apartment/Flat,,53m²,R1794,0,,1.0,0.0
R 2 189 000,4.0,2.5,House,1200m²,260m²,,0,,3.0,1.0
R 995 000,1.0,1.0,Apartment/Flat,,56m²,R684,0,R295,1.0,1.0
R 949 000,1.0,1.0,Apartment/Flat,1799m²,71m²,R1519,0,,,0.0
R 5 299 000,3.0,2.0,House,1152m²,,,0,R1679,2.0,1.0
R 1 075 000,2.0,2.0,Townhouse,,89m²,R2800,0,R460,1.0,
R 950 000,2.0,1.0,Apartment/Flat,,118m²,,0,,1.0,
R 700 000,2.0,1.0,Apartment/Flat,,,,0,,1.0,
R 1 400 000,3.0,2.0,House,744m²,,,0,,5.0,1.0
R 3 500 000,,,IndustrialProperty,,1678m²,,0,,,
R 4 800 000,4.0,3.0,House,1196m²,,,0,R2996,1.0,
R 1 550 000,3.0,2.0,House,,,,0,,1.0,
R 6 800 000,,,CommercialProperty,2055m²,500m²,,0,R3229,,
R 1 950 000,7.0,4.0,House,479m²,,,0,,1.0,1.0
R 640 000,2.0,1.0,Townhouse,,,R1200,0,,1.0,
R 1 850 000,2.0,1.0,Apartment/Flat,,59m²,R2005,0,R1200,2.0,0.0
R 1 650 000,3.0,2.0,Townhouse,,354m²,R2400,0,R950,2.0,1.0
R 6 950 000,2.0,2.0,Apartment/Flat,,190m²,R5851,0,R3389,2.0,0.0
R 7 800 000,4.0,3.5,Townhouse,900m²,550m²,R3500,0,R2962,7.0,0.0
R 870 000,3.0,1.0,House,495m²,,,0,,1.0,
R 1 690 000,,,House,,,,0,,,
R 4 990 000,2.0,2.5,Apartment/Flat,,146m²,R5645,0,R2417,2.0,
R 640 000,3.0,2.0,Townhouse,,79m²,,0,R350,2.0,0.0
R 1 020 000,3.0,2.0,Townhouse,,175m²,R1400,0,R350,4.0,
R 2 975 000,3.0,3.5,House,200m²,200m²,R3400,0,,2.0,1.0
R 360 000,3.0,2.0,Apartment/Flat,994m²,125m²,R1030,0,R350,2.0,0.0
R 570 000,2.0,1.0,Apartment/Flat,,,,0,,,
R 3 590 000,3.0,2.0,House,1447m²,240m²,,0,R3550,,1.0
R 3 400 000,2.0,2.0,Apartment/Flat,,72m²,R2485,0,,2.0,0.0
R 550 000,2.0,1.0,Townhouse,,,,0,,,
R 6 250 000,4.0,3.5,Townhouse,520m²,380m²,R4700,0,R1550,6.0,0.0
R 5 950 000,4.0,4.0,House,746m²,,R2200,0,,2.0,1.0
R 8 499 000,6.0,6.0,House,2549m²,600m²,,0,R10000,22.0,1.0
R 2 600 000,4.0,2.0,House,711m²,,,0,,10.0,
R 749 999,3.0,1.5,House,315m²,,,0,,1.0,1.0
R 1 200 000,3.0,1.0,House,605m²,,,0,R490,5.0,
R 899 000,2.0,1.5,Townhouse,,142m²,,0,R867,,1.0
R 535 000,,1.0,Apartment/Flat,,32m²,R1300,0,R300,,0.0
R 899 000,2.0,1.0,Townhouse,,100m²,R1490,0,R613,2.0,0.0
R 260 000,,,House,,,,0,,,
R 1 350 000,1.0,1.0,Apartment/Flat,61m²,61m²,R2204,0,R850,1.0,
R 4 500 000,3.0,3.0,Townhouse,711m²,334m²,,0,,2.0,0.0
R 8 970 000,,,CommercialProperty,526m²,311m²,,0,,,
R 400 000,1.0,1.0,Apartment/Flat,5158m²,28m²,R940,0,R300,,0.0
R 1 950 000,3.0,2.0,Townhouse,,355m²,R2400,0,R950,2.0,1.0
R 3 200 000,2.0,2.0,Apartment/Flat,,131m²,R3297,0,R1493,,
R 885 000,2.0,1.0,House,248m²,150m²,,0,R1039,2.0,1.0
R 2 100 000,,,CommercialProperty,,,,0,R4524,,
R 4 423 900,2.0,2.0,House,107m²,,R3580,0,,1.0,
R 2 575 000,14.0,11.0,House,1239m²,,,0,R805,10.0,0.0
R 4 950 000,3.0,2.5,House,1016m²,450m²,R1200,0,R3000,3.0,1.0
R 4 500 000,5.0,3.0,House,2974m²,,,0,,4.0,
R 1 075 000,,,CommercialProperty,498m²,350m²,,0,R850,,
R 1 850 000,3.0,2.0,Apartment/Flat,,,R3200,0,,2.0,
R 5 800 000,,,CommercialProperty,3218m²,,,0,,,
R 257 000,2.0,1.0,Apartment/Flat,,,,0,,,
R 2 600 000,3.0,2.0,House,,,,0,,2.0,
R 4 700 000,,,CommercialProperty,4508m²,724m²,,0,R4221,,
R 489 000,1.0,1.0,Apartment/Flat,,,R388,0,,,0.0
R 980 000,3.0,1.0,House,495m²,496m²,,0,,5.0,1.0
R 7 500 000,4.0,2.0,House,1880m²,,,0,R5583,4.0,1.0
R 10 900 000,4.0,4.5,House,3833m²,,,0,R4100,6.0,1.0
R 570 000,2.0,1.0,Townhouse,,59m²,R1800,0,R290,1.0,0.0
R 12 000 000,,,IndustrialProperty,11883m²,,,0,,,
R 1 150 000,3.0,2.0,House,800m²,,,0,,2.0,
R 2 650 000,4.0,4.0,House,793m²,,,0,R2000,4.0,1.0
R 819 000,2.0,1.0,Apartment/Flat,,67m²,R1532,0,R600,,0.0
R 650 000,3.0,1.0,Apartment/Flat,,,R1126,0,R500,1.0,
R 960 000,3.0,1.0,House,,,,0,,,1.0
R 5 610 000,3.0,3.0,Apartment/Flat,,180m²,R5163,0,R1966,,
R 330 000,2.0,2.0,Townhouse,6505m²,110m²,,0,,,
R 3 694 950,,,VacantLand/Plot,,,,0,,,
R 6 609 050,,,VacantLand/Plot,,,,0,,,
R 2 999 000,3.0,2.5,House,1487m²,,,0,,2.0,1.0
R 580 000,2.0,1.0,Townhouse,15365m²,62m²,R1000,0,R347,,0.0
R 999 999,5.0,5.0,House,500m²,,,0,,8.0,
R 2 200 000,3.0,1.0,House,763m²,,,0,R600,,0.0
R 525 000,2.0,1.0,Townhouse,38472m²,46m²,R1200,0,R350,,0.0
R 2 995 000,,,CommercialProperty,1980m²,,,0,,,
R 739 000,3.0,2.0,Apartment/Flat,,,,0,,1.0,0.0
R 525 000,,1.0,Apartment/Flat,,41m²,R1000,0,R1100,,0.0
R 1 590 000,2.0,1.0,Townhouse,,86m²,R2370,0,R900,1.0,1.0
R 2 495 000,4.0,2.0,House,2644m²,,,0,R2788,4.0,1.0
R 1 200 000,3.0,2.0,House,1365m²,,,0,R700,3.0,1.0
R 1 400 000,3.0,2.0,House,1129m²,,,0,,5.0,
R 742 000,2.0,1.0,House,,,,0,R300,2.0,
R 1 950 000,3.0,1.0,House,495m²,200m²,,0,R1400,2.0,1.0
R 4 990 000,3.0,3.0,House,3acres,,,0,,2.0,
R 790 000,3.0,1.0,Apartment/Flat,,93m²,R2144,0,,1.0,
R 1 995 000,3.0,1.0,House,744m²,,,0,R952,1.0,0.0
R 1 000 000,2.0,2.0,Townhouse,21416m²,87m²,R1436,0,R130,1.0,
R 645 000,1.0,1.0,Apartment/Flat,55m²,55m²,R1665,0,R375,,
R 880 000,2.0,2.0,Apartment/Flat,,89m²,R2600,0,R529,1.0,0.0
R 2 500 000,10.0,7.0,House,,,,0,,9.0,
R 579 000,2.0,1.0,Apartment/Flat,,65m²,R1820,0,R400,1.0,
R 29 750 000,54.0,54.0,Apartment/Flat,,,,0,,2.0,
R 1 089 000,2.0,1.0,Apartment/Flat,4465m²,121m²,R3103,0,R469,1.0,0.0
R 64 800 000,8.0,11.0,House,4196m²,2000m²,,0,,12.0,1.0
R 300 000,,,VacantLand/Plot,,,,0,,,
R 1 799 000,3.0,2.0,Apartment/Flat,,117m²,,0,R1129,2.0,1.0
R 3 950 000,3.0,3.5,Townhouse,204m²,,R3435,0,R2320,2.0,1.0
R 1 490 000,3.0,3.0,Townhouse,,187m²,R2853,0,R1194,1.0,1.0
POA,4.0,3.0,House,1567m²,,,0,,4.0,1.0
R 9 500 000,4.0,4.0,Townhouse,990m²,,R2000,0,R6000,3.0,1.0
R 1 100 000,3.0,2.0,House,404m²,,,0,,5.0,
R 980 000,2.0,,Apartment/Flat,,,,0,,1.0,0.0
R 595 000,2.0,1.0,Apartment/Flat,2985m²,60m²,R1800,0,,1.0,
R 770 000,3.0,2.0,Townhouse,,,,0,,1.0,
R 725 000,1.0,1.0,Apartment/Flat,,56m²,R1200,0,R450,1.0,0.0
R 6 400 000,2.0,2.0,Apartment/Flat,,139m²,,0,,2.0,0.0
R 2 100 000,2.0,2.0,Apartment/Flat,88m²,88m²,,0,,2.0,
R 1 100 000,3.0,1.5,Townhouse,9255m²,118m²,R2400,0,R550,,1.0
R 1 650 000,2.0,2.0,Apartment/Flat,,,R1585,0,,2.0,
R 2 800 000,3.0,3.5,Townhouse,2978m²,246m²,,0,,2.0,
R 2 500 000,12.0,6.0,Apartment/Flat,500m²,760m²,,0,R729,6.0,0.0
R 1 950 000,10.0,10.0,House,1487m²,500m²,,0,R900,14.0,1.0
R 975 000,3.0,1.0,House,,,,0,R280,5.0,
R 480 000,2.0,1.0,Apartment/Flat,5394m²,46m²,R700,0,R600,1.0,0.0
R 2 299 000 - R 2 552 550,,,,,,,0,,,
R 480 000,2.0,1.0,Apartment/Flat,5394m²,46m²,R700,0,R600,1.0,0.0
R 3 795 000,,,Farm,,,,0,,,1.0
R 550 000,2.0,1.0,Apartment/Flat,,70m²,R1106,0,,,0.0
R 7 750 000,4.0,3.0,House,900m²,550m²,,0,R2962,3.0,
R 1 399 000,3.0,2.0,House,,,,0,R800,2.0,0.0
R 2 500 000,2.0,2.0,Apartment/Flat,5845m²,113m²,R4000,0,,4.0,
R 5 499 000,,,CommercialProperty,447m²,1500m²,R7023,0,R7023,,
R 1 190 000,3.0,2.0,House,514m²,,,0,,,
R 1 300 000,4.0,1.0,House,,,,0,,2.0,0.0
POA,1.0,1.0,Apartment/Flat,1799m²,58m²,R2520,0,R458,,
R 820 000,2.0,1.0,Apartment/Flat,,70m²,R2316,0,R449,1.0,0.0
