price,bedrooms,bathrooms,parking space,Type of Property,Erf Size,Floor Size,Levies,Rates and Taxes,Pets Allowed,Pool
R 395 000,1.0,1.0,1.0,Apartment/Flat,34m²,34m²,,R900,0.0,0
R 1 520 000 - R 1 755 000,,,,,,,,,,0
R 5 600 000,4.0,3.0,2.0,House,404m²,349m²,,,1.0,1
R 2 000 000,3.0,2.0,2.0,Apartment/Flat,,151m²,R4400,R1400,,0
R 520 000,3.0,1.0,,Apartment/Flat,456m²,97m²,R1320,,,0
R 650 000,2.0,1.0,,Apartment/Flat,655m²,33m²,R1900,R300,0.0,1
R 1 500 000,15.0,1.0,,House,,,,,,0
R 380 000,1.0,1.0,,Apartment/Flat,,30m²,R1500,,0.0,0
R 550 000,,1.0,,Apartment/Flat,,41m²,R844,R822,,0
R 530 000,,1.0,,Apartment/Flat,,32m²,R1300,R300,0.0,1
R 11 287 500,3.0,3.0,2.0,House,677m²,505m²,,,1.0,1
R 830 000,3.0,1.5,1.0,Apartment/Flat,,,,,,0
R 320 000,1.0,1.0,,Apartment/Flat,,48m²,R1100,,,0
R 650 000,1.5,1.0,1.0,Apartment/Flat,,82m²,R2693,R842,,0
R 6 750 000,,,,IndustrialProperty,2000m²,,,,,0
R 1 350 000,3.0,2.0,2.0,House,495m²,,,,,1
R 3 495 000,2.0,2.5,2.0,Townhouse,,,R2900,,,0
R 1 149 000,6.0,2.0,,House,248m²,,,R530,,0
R 550 000,1.0,1.0,,Apartment/Flat,1000m²,45m²,R1624,,,0
R 855 000,3.0,2.5,2.0,Townhouse,2882m²,152m²,R2250,R1950,1.0,0
R 1 200 000,,,,House,,,,,,0
R 4 500 000,5.0,5.0,3.0,House,634m²,,R1500,R3000,1.0,0
R 3 300 000,2.0,2.0,3.0,House,495m²,,,R2550,1.0,1
R 4 500 000,,,,Farm,,,,,,0
R 4 000 000,3.0,3.5,7.0,Townhouse,,420m²,R2000,,0.0,0
R 2 500 000,4.0,1.0,4.0,House,1.713ha,,,,,1
R 630 000,2.0,1.0,,Apartment/Flat,201m²,72m²,R1500,R400,,0
R 750 000,2.0,1.0,1.0,Apartment/Flat,,108m²,R3207,R565,0.0,0
R 720 000,2.0,2.0,1.0,Apartment/Flat,,69m²,R1831,,,1
R 847 000,2.0,1.0,1.0,Apartment/Flat,,,,,,1
R 4 300 000,2.0,2.5,,Apartment/Flat,141m²,141m²,,,,0
R 650 000,1.5,1.0,1.0,Apartment/Flat,,70m²,R748,,0.0,0
R 600 000,2.0,1.0,2.0,Apartment/Flat,65m²,,,R340,0.0,1
R 400 000,,1.0,1.0,Apartment/Flat,37m²,37m²,R1458,R650,,1
R 3 999 999,4.0,2.0,2.0,House,3396m²,,,,,1
R 1 150 000,1.0,1.5,1.0,Apartment/Flat,,94m²,R1944,R463,1.0,0
R 2 500 000,,,,Apartment/Flat,1150m²,650m²,,,,0
R 299 999,1.0,1.0,,Apartment/Flat,,,R1800,R769,,0
R 450 000,2.0,1.0,,Apartment/Flat,69m²,,R990,R240,,0
R 12 000 000,5.0,6.5,5.0,House,2359m²,700m²,,R4500,1.0,1
R 2 700 000 - R 5 400 000,,,,,,,,,,0
R 6 200 000,3.0,3.5,3.0,House,479m²,350m²,R1500,R4500,1.0,0
R 1 999 000,4.0,3.5,4.0,House,1487m²,,,R1426,1.0,1
R 1 449 000,2.0,2.0,1.0,Apartment/Flat,,70m²,R2262,R938,,1
R 455 000,1.0,1.0,,Apartment/Flat,,,,,,0
R 3 450 000,4.0,2.0,2.0,House,1787m²,,R1050,R3620,1.0,1
R 11 287 500,3.0,3.0,2.0,House,677m²,505m²,,,1.0,1
R 530 000,,1.0,,Apartment/Flat,,32m²,R1300,R300,0.0,1
R 3 950 000,3.0,3.0,4.0,House,1020m²,,,R2363,,1
R 650 000,2.0,1.0,,Apartment/Flat,655m²,33m²,R1900,R300,0.0,1
R 320 000,1.0,1.0,,Apartment/Flat,,48m²,R1100,,,0
R 499 000,2.0,1.0,,Apartment/Flat,,,R1000,R380,,0
R 650 000,1.5,1.0,1.0,Apartment/Flat,,82m²,R2693,R842,,0
R 6 750 000,,,,IndustrialProperty,2000m²,,,,,0
R 830 000,3.0,1.5,1.0,Apartment/Flat,,,,,,0
R 1 350 000,3.0,2.0,2.0,House,495m²,,,,,1
R 3 495 000,2.0,2.5,2.0,Townhouse,,,R2900,,,0
R 550 000,1.0,1.0,,Apartment/Flat,1000m²,45m²,R1624,,,0
R 2 650 000,3.0,2.0,4.0,House,2234m²,,,R1500,1.0,1
R 1 550 000,,,,CommercialProperty,764m²,,,,,0
R 1 200 000,,,,House,,,,,,0
R 855 000,3.0,2.5,2.0,Townhouse,2882m²,152m²,R2250,R1950,1.0,0
R 775 000,1.0,1.0,1.0,Apartment/Flat,,66m²,R2116,R1371,,0
R 4 500 000,,,,Farm,,,,,,0
R 570 000,,,,,,,,,,0
R 2 900 000,2.0,2.0,2.0,Apartment/Flat,,,,,0.0,1
R 2 709 000,4.0,2.0,3.0,House,1250m²,400m²,,R1400,,0
R 630 000,2.0,1.0,,Apartment/Flat,201m²,72m²,R1500,R400,,0
R 4 000 000,3.0,3.5,7.0,Townhouse,,420m²,R2000,,0.0,0
R 1 149 000,6.0,2.0,,House,248m²,,,R530,,0
R 720 000,2.0,2.0,1.0,Apartment/Flat,,69m²,R1831,,,1
R 847 000,2.0,1.0,1.0,Apartment/Flat,,,,,,1
R 3 300 000,2.0,2.0,3.0,House,495m²,,,R2550,1.0,1
R 4 300 000,2.0,2.5,,Apartment/Flat,141m²,141m²,,,,0
R 4 500 000,5.0,5.0,3.0,House,634m²,,R1500,R3000,1.0,0
R 4 499 000,3.0,2.0,2.0,House,495m²,320m²,,R2760,1.0,1
R 750 000,2.0,1.0,1.0,Apartment/Flat,,108m²,R3207,R565,0.0,0
R 600 000,2.0,1.0,2.0,Apartment/Flat,65m²,,,R340,0.0,1
R 400 000,,1.0,1.0,Apartment/Flat,37m²,37m²,R1458,R650,,1
R 1 150 000,1.0,1.5,1.0,Apartment/Flat,,94m²,R1944,R463,1.0,0
R 2 500 000,,,,Apartment/Flat,1150m²,650m²,,,,0
R 299 999,1.0,1.0,,Apartment/Flat,,,R1800,R769,,0
R 450 000,2.0,1.0,,Apartment/Flat,69m²,,R990,R240,,0
R 2 500 000,4.0,1.0,4.0,House,1.713ha,,,,,1
R 1 699 900 - R 2 399 900,,,,,,,,,,0
R 1 999 000,4.0,3.5,4.0,House,1487m²,,,R1426,1.0,1
R 1 449 000,2.0,2.0,1.0,Apartment/Flat,,70m²,R2262,R938,,1
R 1 190 000,3.0,2.0,2.0,Townhouse,,97m²,R1870,R640,,1
R 6 499 000,3.0,3.5,4.0,House,1350m²,680m²,,,1.0,1
R 3 500 000,4.0,2.0,2.0,House,1983m²,,,R3616,1.0,1
R 12 000 000,5.0,6.5,5.0,House,2359m²,700m²,,R4500,1.0,1
R 3 050 000,3.0,2.0,3.0,House,,223m²,,,,0
R 2 780 000,3.0,2.0,6.0,House,1205m²,,,,1.0,1
R 1 695 000,4.0,2.5,1.0,House,355m²,300m²,,R846,1.0,1
R 4 399 000,4.0,3.0,2.0,House,1024m²,320m²,,,1.0,1
R 550 000,5.0,1.0,1.0,House,,,,,0.0,1
R 920 000,3.0,1.0,2.0,House,495m²,497m²,R800,R580,1.0,0
R 575 000,1.5,11.0,1.0,Apartment/Flat,655m²,45m²,R1700,R200,0.0,1
R 1 995 000,4.0,3.0,4.0,House,,,,,1.0,0
R 5 250 000,3.0,3.0,2.0,House,1172m²,,,R3111,1.0,1
R 2 490 000,2.0,2.0,,Apartment/Flat,80.5m²,80m²,R2700,,,0
R 1 395 000,2.0,2.0,2.0,Apartment/Flat,54122m²,114m²,R1655,R636,0.0,1
R 745 000,2.0,1.0,1.0,Apartment/Flat,,,R1800,R556,0.0,1
R 350 000,,1.0,,Apartment/Flat,990m²,33m²,R786,R301,,1
R 649 000,,,,,,,,,,0
R 4 100 000,3.0,3.5,3.0,House,496m²,,,,1.0,1
R 550 000,,,,House,,,,,,0
R 575 000,1.5,1.0,1.0,Apartment/Flat,655m²,45m²,R1700,R200,0.0,1
R 520 000,1.0,1.0,1.0,Apartment/Flat,,35m²,R1300,R400,0.0,1
R 4 500 000,3.0,5.0,7.0,House,990m²,,,R2544,,1
R 3 999 999,4.0,2.0,2.0,House,3396m²,,,,,1
R 899 000,3.0,2.0,1.0,Apartment/Flat,4601m²,140m²,R4500,R596,0.0,0
R 560 000,3.0,1.5,1.0,Apartment/Flat,,,R1200,R480,,0
R 650 000,1.5,1.0,1.0,Apartment/Flat,,70m²,R748,,0.0,0
R 1 200 000,,,,CommercialProperty,123m²,123m²,R2426,,,0
R 683 000,3.0,2.0,1.0,Townhouse,,123m²,R1200,,0.0,0
R 3 450 000,4.0,3.5,2.0,House,2159m²,,,R3426,1.0,1
R 655 000,,,,House,,,,,,0
R 1 150 000,3.0,1.0,10.0,House,,,,,,0
R 9 200 000,4.0,5.0,4.0,House,1487m²,,,,0.0,1
R 1 435 000,3.0,2.0,2.0,Apartment/Flat,,,R4700,R1200,,1
R 4 500 000,3.0,3.5,2.0,Apartment/Flat,,,R3500,R3900,0.0,1
R 455 000,,1.0,,Apartment/Flat,36m²,36m²,R1100,R823,,0
R 999 950 - R 2 550 000,,,,,,,,,,0
R 875 000,3.0,1.0,2.0,Townhouse,4176m²,76m²,,,0.0,0
R 7 800 000,,,,VacantLand/Plot,87816m²,,R1800,,,0
R 1 950 000,2.0,2.0,1.0,Apartment/Flat,,78m²,R2643,R1076,0.0,0
R 2 850 000,3.0,2.0,1.0,House,1012m²,,,,,0
R 13 000 000,,,,CommercialProperty,47747m²,3700m²,,,,0
R 4 200 000,,,,CommercialProperty,1027m²,100m²,R2100,R2200,,0
R 2 690 000,3.0,3.0,3.0,House,2082m²,,,R1441,,1
R 2 400 000,,,,VacantLand/Plot,706m²,,,R2970,,0
R 799 000,2.0,1.0,,Apartment/Flat,,,,,,1
R 1 099 000,3.0,2.5,2.0,Townhouse,,176m²,R2300,R600,0.0,1
R 1 900 000,,1.0,1.0,House,495m²,380m²,,R897,,0
R 290 000,1.0,1.0,1.0,Apartment/Flat,1111m²,55m²,R1400,R300,0.0,0
R 790 000,2.0,2.5,1.0,Apartment/Flat,95m²,95m²,R2100,R450,,0
R 380 000,1.0,1.0,1.0,Apartment/Flat,,,,,,0
R 1 199 000,2.0,2.0,1.0,Apartment/Flat,,101m²,R630,R881,1.0,0
R 555 000,3.0,1.0,4.0,House,600m²,,,,,0
R 2 300 000,4.0,3.0,2.0,House,1487m²,,,R877,0.0,0
R 3 880 000,3.0,2.5,2.0,House,495m²,495m²,,R2450,1.0,0
R 11 000 000,,,,IndustrialProperty,12082m²,12082m²,R12082,,,0
R 2 390 000,,,,,,,,,,0
R 3 995 000,4.0,4.0,3.0,House,1619m²,,,,0.0,1
R 1 320 000,3.0,1.0,2.0,Apartment/Flat,,135m²,R3800,R600,,0
R 1 500 000,4.0,2.0,3.0,Apartment/Flat,5855m²,232m²,,R716,0.0,1
R 480 000,2.0,1.0,1.0,Apartment/Flat,994m²,100m²,R800,R1000,0.0,0
R 850 000,4.0,2.0,1.0,House,378m²,,,,0.0,0
R 1 549 000,2.0,2.0,1.0,Apartment/Flat,,77m²,R3010,R1200,,1
R 2 499 000,4.0,2.0,2.0,Apartment/Flat,,232m²,R5600,R1800,,0
R 50 000 000,,,,IndustrialProperty,6764m²,,R4632,,,0
R 600 000,2.0,1.0,1.0,Apartment/Flat,,50m²,R800,R280,,0
R 1 050 000,3.0,1.0,,House,495m²,490m²,,R500,0.0,0
R 6 800 000,,,,VacantLand/Plot,45033m²,,,,,0
R 480 000,1.0,1.0,,Apartment/Flat,2478m²,33m²,R886,R300,0.0,0
R 650 000,7.0,1.0,1.0,House,260m²,,,,,0
R 3 750 000,,2.5,2.0,House,487m²,,,,1.0,0
R 799 000,2.0,2.0,1.0,Apartment/Flat,,97m²,,,,0
R 8 350 000,3.0,3.5,2.0,Apartment/Flat,,220m²,R9470,R4716,1.0,1
R 1 090 000,2.0,2.0,2.0,Apartment/Flat,,,,,,0
R 695 000,2.0,1.0,1.0,Apartment/Flat,,,R1497,R364,0.0,1
R 750 000,3.0,1.0,,House,,,,,,0
R 4 782 000,,,,,,,,,,0
R 2 049 000,4.0,2.5,,House,990m²,,,,,0
R 2 050 000,5.0,3.0,3.0,House,,,R1500,R250,,0
R 1 295 000,1.0,1.0,1.0,Apartment/Flat,,57m²,R1800,R800,0.0,0
R 999 999,,,,CommercialProperty,505m²,,,R950,,0
R 1 800 000,,,,VacantLand/Plot,,,,,,0
R 1 225 000,3.0,2.0,2.0,Apartment/Flat,,125m²,R2585,R604,0.0,0
R 400 000,2.0,2.0,2.0,Apartment/Flat,1990m²,70m²,R1400,R300,0.0,0
R 2 299 000,2.0,2.0,1.0,Apartment/Flat,,170m²,R5100,,1.0,0
R 1 999 000,2.0,1.0,,Apartment/Flat,,112m²,R3671,R1082,,0
R 680 000,,,,House,,,,,,0
R 650 000,2.0,1.0,,Apartment/Flat,,,R649,R250,,0
R 400 000,1.0,1.0,2.0,Apartment/Flat,5158m²,29m²,R940,R300,0.0,1
R 1 300 000,3.0,1.0,,House,421m²,,,,,0
R 2 650 000,3.0,1.0,5.0,House,494m²,,,,,0
R 4 100 000,2.0,2.0,2.0,Apartment/Flat,,130m²,R6491,R2406,0.0,1
R 2 299 000 - R 2 552 550,,,,,,,,,,0
R 1 150 000,2.0,2.5,2.0,Apartment/Flat,125m²,125m²,,,,1
R 4 500 000,5.0,4.0,2.0,House,1043m²,,,,1.0,1
R 849 995,2.0,1.0,,Apartment/Flat,1898m²,93m²,R2000,R300,0.0,1
R 750 000,3.0,1.0,,Townhouse,,67m²,R1500,R413,,0
R 825 000,2.0,1.0,,Apartment/Flat,,50m²,R1918,,,0
R 980 000,3.0,1.0,2.0,House,495m²,495m²,R1400,R300,0.0,0
R 1 299 000,1.0,1.0,,Apartment/Flat,,88m²,R2274,R1048,1.0,0
R 850 000,2.0,1.0,1.0,Apartment/Flat,,,,,,1
R 1 549 000,3.0,2.0,2.0,Apartment/Flat,,178m²,R5173,R1715,,0
R 600 000,2.0,1.0,1.0,Apartment/Flat,,68m²,R1895,R400,,0
R 2 199 999,3.0,3.0,2.0,Townhouse,,340m²,,,1.0,1
R 1 299 000,3.0,2.0,,Apartment/Flat,,106m²,R1350,R343,,0
R 1 199 000,2.0,2.0,,Apartment/Flat,,101m²,R1325,R263,,0
R 4 200 000,2.0,2.0,2.0,Apartment/Flat,,85m²,,,,1
R 1 330 000,1.0,1.0,2.0,Apartment/Flat,,71m²,R818,,1.0,1
R 4 455 000,2.0,2.0,2.0,Apartment/Flat,,,,,0.0,1
POA,3.0,2.5,2.0,House,,273m²,,,,0
R 2 300 000,2.0,2.0,2.0,Apartment/Flat,,161m²,R6605,R1804,,0
R 2 350 000,2.0,2.0,2.0,House,600m²,124m²,,R600,,0
R 4 300 000 - R 4 600 000,,,,,,,,,,0
R 1 850 000,18.0,6.0,,Apartment/Flat,,,,,,0
R 3 750 000,3.0,3.0,2.0,House,495m²,249m²,,R2067,1.0,1
R 1 380 000,5.0,2.0,4.0,House,546m²,,,,,0
R 3 995 000,3.0,2.0,7.0,House,977m²,,,,1.0,1
R 1 520 000,3.0,2.5,2.0,House,990m²,,,R900,1.0,1
R 3 950 000,5.0,2.0,7.0,House,2010m²,,,R3298,,1
R 620 000,3.0,1.0,2.0,Townhouse,,,,,0.0,0
R 500 000,2.0,1.0,1.0,Townhouse,103m²,,R1500,,,0
R 1 350 000,3.0,1.0,9.0,House,495m²,,,R500,,0
R 1 850 000,2.0,1.0,2.0,Apartment/Flat,,59m²,R2005,R1200,0.0,0
R 1 450 000,10.0,5.0,,House,508m²,,,,1.0,0
R 1 380 000,3.0,2.0,3.0,Apartment/Flat,37252m²,100m²,R2300,R800,1.0,1
R 900 000,,,,VacantLand/Plot,840m²,,,,,0
R 1 300 000,4.0,2.0,2.0,House,248m²,,,R669,1.0,0
R 6 950 000,2.0,2.0,2.0,Apartment/Flat,,190m²,R5851,R3389,0.0,1
R 1 650 000,3.0,2.0,2.0,Townhouse,,354m²,R2400,R950,1.0,1
R 1 750 000,5.0,2.0,2.0,House,862m²,,,,,0
R 600 000,2.0,1.0,1.0,Apartment/Flat,,65m²,R1820,,,0
R 2 999 000,3.0,2.5,4.0,House,1154m²,,,,1.0,1
R 1 411 328,3.0,2.0,1.0,House,,,,,0.0,0
R 2 975 000,3.0,3.5,2.0,House,200m²,200m²,R3400,,1.0,0
R 450 000,2.0,1.0,1.0,Apartment/Flat,,46m²,R450,R250,,0
R 360 000,3.0,2.0,2.0,Apartment/Flat,994m²,125m²,R1030,R350,0.0,0
R 690 000,2.0,1.0,1.0,Apartment/Flat,,,,,0.0,1
R 3 700 000,4.0,5.0,3.0,House,991m²,,,R2287,1.0,1
R 1 995 000,8.0,4.0,8.0,House,550m²,,,,,0
R 480 000,1.0,1.0,2.0,Apartment/Flat,10000m²,50m²,R1070,R800,0.0,1
R 1 080 000,3.0,1.0,,House,495m²,,,R484,1.0,1
R 1 179 000,3.0,2.0,3.0,Apartment/Flat,,163m²,R2750,R300,0.0,1
R 950 000,3.0,2.0,,Townhouse,1580m²,,R1803,,0.0,0
R 6 250 000,4.0,3.5,6.0,Townhouse,520m²,380m²,R4700,R1550,0.0,0
R 2 050 000,3.0,2.0,6.0,House,,,,,,0
R 1 600 000,2.0,2.0,1.0,Apartment/Flat,,107m²,,,,1
R 4 990 000,2.0,2.5,2.0,Apartment/Flat,,146m²,R5645,R2417,,0
R 1 950 000,7.0,4.0,1.0,House,479m²,,,,1.0,1
R 1 850 000,2.0,2.0,2.0,Apartment/Flat,,,,,,0
R 2 370 500 - R 2 552 550,,,,,,,,,,0
R 749 999,3.0,1.5,1.0,House,315m²,,,,1.0,0
R 2 190 000,4.0,3.0,3.0,House,,,,,,1
R 1 020 000,3.0,2.0,4.0,Townhouse,,175m²,R1400,R350,,0
R 1 350 000,1.0,1.0,1.0,Apartment/Flat,61m²,61m²,R2204,R850,,1
R 899 000,2.0,1.0,2.0,Townhouse,,100m²,R1490,R613,0.0,1
R 640 000,3.0,2.0,2.0,Townhouse,,79m²,,R350,0.0,0
R 2 050 000,,,,VacantLand/Plot,4198m²,,,,,0
R 825 000,2.0,1.5,,Townhouse,,142m²,,R867,1.0,0
R 1 190 000,3.0,2.0,4.0,House,,,,,,0
R 850 000,3.0,3.0,3.0,House,684m²,,,R155,1.0,0
POA,,,,Apartment/Flat,,,,,,0
R 5 800 000,,,,CommercialProperty,3218m²,,,,,0
R 3 200 000,2.0,2.0,,Apartment/Flat,,131m²,R3297,R1493,,1
R 570 000,2.0,1.0,1.0,Townhouse,,59m²,R1800,R290,0.0,1
R 3 500 000,,,,CommercialProperty,,1017m²,,,,0
R 930 000,3.0,2.0,2.0,House,163m²,,,,1.0,0
R 2 500 000,3.0,2.0,4.0,House,,,,,,1
R 395 000,1.0,1.0,1.0,House,,,,,1.0,0
R 2 800 000,10.0,5.0,10.0,Apartment/Flat,991m²,,,R760,,0
R 5 400 000,3.0,2.0,2.0,House,618m²,276m²,,,0.0,1
R 1 075 000,,,,CommercialProperty,498m²,350m²,,R850,,0
R 1 950 000,3.0,2.0,2.0,Townhouse,,355m²,R2400,R950,1.0,1
R 3 590 000,3.0,2.0,,House,1447m²,240m²,,R3550,1.0,0
R 950 000,8.0,,,House,,,,,,0
R 535 000,,1.0,,Apartment/Flat,,32m²,R1300,R300,0.0,1
R 2 600 000,,,,IndustrialProperty,1150m²,1376m²,,,,0
R 2 599 999,,,,CommercialProperty,,,,,,0
R 3 694 950,,,,VacantLand/Plot,,,,,,0
R 6 609 050,,,,VacantLand/Plot,,,,,,0
R 650 000,3.0,1.0,1.0,Apartment/Flat,,,R1126,R500,,0
R 3 400 000,2.0,2.0,2.0,Apartment/Flat,,72m²,R2485,,0.0,1
R 3 500 000,4.0,3.0,1.0,House,1214m²,,,,,1
R 1 700 000,4.0,1.0,2.0,House,,,,,,0
R 4 900 000,4.0,4.5,10.0,House,2002m²,400m²,,,,1
R 12 790 000,,,,CommercialProperty,495m²,,R335,R960,,0
R 869 000,3.0,2.0,2.0,House,420m²,,,R626,1.0,0
R 26 000 000,,,,CommercialProperty,4192m²,,,,,0
R 525 000,2.0,1.0,,Townhouse,38472m²,46m²,R1200,R350,0.0,1
R 2 000 000,5.0,2.0,12.0,House,3943m²,,,R6000,1.0,1
R 1 520 000 - R 1 755 000,,,,,,,,,,0
R 400 000,1.0,1.0,,Apartment/Flat,5158m²,28m²,R940,R300,0.0,1
R 1 295 000,2.0,2.0,2.0,Townhouse,1652m²,,R1000,R704,0.0,0
R 539 000,1.0,1.0,1.0,Apartment/Flat,,,,,0.0,1
R 1 349 000,3.0,2.0,1.0,Apartment/Flat,,,,,,0
R 8 750 000,4.0,4.5,9.0,House,3581m²,,,,1.0,1
R 4 990 000,3.0,3.0,2.0,House,3acres,,,,,0
R 2 200 000,3.0,2.0,1.0,House,,,,,,0
R 7 500 000,5.0,4.5,5.0,House,1466m²,,,,1.0,0
R 4 700 000,,,,CommercialProperty,4508m²,724m²,,R4221,,0
R 320 000,1.0,1.0,1.0,Apartment/Flat,,,R550,,,0
R 5 610 000,3.0,3.0,,Apartment/Flat,,180m²,R5163,R1966,,1
R 250 000,1.0,1.0,,Apartment/Flat,,,R2047,R224,,0
R 4 995 000,4.0,3.0,6.0,House,2218m²,,,,1.0,1
R 3 900 000,3.0,2.0,4.0,House,1027m²,405m²,,R3643,,1
R 950 000,2.0,1.0,1.0,Apartment/Flat,,118m²,,,,0
R 4 800 000,4.0,3.0,1.0,House,1196m²,,,R2996,,0
R 5 299 000,3.0,2.0,2.0,House,1152m²,,,R1679,1.0,1
R 4 100 000,4.0,4.0,2.0,House,,,,,,1
R 525 000,,1.0,,Apartment/Flat,,41m²,R1000,R1100,0.0,0
R 770 000,3.0,2.0,1.0,Townhouse,,,,,,1
R 1 000 000,2.0,2.0,1.0,Townhouse,21416m²,87m²,R1436,R130,,1
R 550 000,3.0,1.0,,Townhouse,,,,,0.0,0
R 1 089 000,2.0,1.0,1.0,Apartment/Flat,4465m²,121m²,R3103,R469,0.0,0
R 1 299 000,3.0,2.0,4.0,House,857m²,130m²,,,1.0,0
R 9 500 000,4.0,4.0,3.0,Townhouse,990m²,,R2000,R6000,1.0,1
R 790 000,3.0,1.0,1.0,Apartment/Flat,,93m²,R2144,,,0
R 695 000,3.0,1.0,7.0,House,,,,,,0
R 999 000,3.0,2.0,2.0,Townhouse,,,,,,0
R 9 270 000,3.0,3.0,2.0,Townhouse,,,,,,1
R 480 000,2.0,1.0,1.0,Apartment/Flat,5394m²,46m²,R700,R600,0.0,0
R 1 200 000,1.0,1.0,1.0,Apartment/Flat,,,,,,0
R 295 000,1.0,1.0,1.0,Apartment/Flat,,,,,,0
R 665 000,1.0,1.0,1.0,Apartment/Flat,,,,,,0
R 3 500 000,,,,IndustrialProperty,,1678m²,,,,0
R 5 499 000,,,,CommercialProperty,447m²,1500m²,R7023,R7023,,0
R 1 799 000,3.0,2.0,2.0,Apartment/Flat,,117m²,,R1129,1.0,1
R 4 500 000,3.0,3.0,2.0,Townhouse,711m²,334m²,,,0.0,0
R 980 000,3.0,1.0,5.0,House,495m²,496m²,,,1.0,0
R 739 000 - R 789 000,,,,,,,,,,0
R 1 050 000,1.0,1.0,,Apartment/Flat,16000m²,71m²,R1620,R450,0.0,1
R 750 000,,,,Townhouse,,,,,,0
R 7 750 000,4.0,3.0,3.0,House,900m²,550m²,,R2962,,0
POA,4.0,4.0,2.0,House,552m²,550m²,R1961,R3500,0.0,0
POA,1.0,1.0,,Apartment/Flat,1799m²,58m²,R2520,R458,,0
R 2 575 000,14.0,11.0,10.0,House,1239m²,,,R805,0.0,0
R 550 000,3.0,2.0,,House,420m²,,,,1.0,0
R 1 695 000,4.0,3.0,8.0,House,975m²,,,,,0
R 7 500 000,4.0,2.0,4.0,House,1880m²,,,R5583,1.0,1
R 3 950 000,3.0,3.5,2.0,Townhouse,204m²,,R3435,R2320,1.0,0
R 8 499 000,6.0,6.0,22.0,House,2549m²,600m²,,R10000,1.0,1
R 725 000,1.0,1.0,1.0,Apartment/Flat,,56m²,R1200,R450,0.0,1
R 1 499 000,3.0,2.0,,Apartment/Flat,,143m²,R4057,R1388,,0
R 980 000,2.0,,1.0,Apartment/Flat,,,,,0.0,1
R 4 900 000,,,,,,,,,,0
R 580 000,2.0,1.0,,Townhouse,15365m²,62m²,R1000,R347,0.0,0
R 2 650 000,4.0,4.0,4.0,House,793m²,,,R2000,1.0,1
R 1 400 000,3.0,2.0,5.0,House,744m²,,,,1.0,1
R 1 100 000,3.0,1.5,,Townhouse,9255m²,118m²,R2400,R550,1.0,1
R 3 850 000,7.0,9.0,4.0,House,1500m²,550m²,,R1500,,0
R 1 295 000,5.0,2.0,,Apartment/Flat,1616m²,95m²,R2700,R300,0.0,0
R 530 000,2.0,1.0,1.0,Townhouse,,61m²,R1342,R339,,1
R 1 075 000,2.0,2.0,1.0,Townhouse,,89m²,R2800,R460,,1
R 400 000,2.0,1.0,1.0,Apartment/Flat,,82m²,R1380,R170,0.0,0
R 310 000,0.5,1.0,,Apartment/Flat,500m²,21m²,,R300,0.0,0
R 500 000,2.0,2.0,2.0,Townhouse,,,,,0.0,1
R 2 700 000,3.0,3.0,4.0,Townhouse,,,,,,1
R 1 490 000,3.0,3.0,1.0,Townhouse,,187m²,R2853,R1194,1.0,0
R 330 000,2.0,2.0,,Townhouse,6505m²,110m²,,,,0
R 5 925 000,3.0,3.0,6.0,House,2189m²,,,,1.0,1
R 1 299 000,3.0,2.0,,Apartment/Flat,,106m²,R1350,R363,,0
R 570 000,2.0,1.0,,Apartment/Flat,,,,,,0
R 1 575 000,,,,,,,,,,0
R 1 250 000,3.0,2.0,1.0,Townhouse,,118m²,R2000,R350,1.0,1
R 2 995 000,,,,CommercialProperty,1980m²,,,,,0
R 24 900 000,3.0,3.5,6.0,Apartment/Flat,,,,,,1
R 1 995 000,3.0,2.0,2.0,House,135m²,110m²,R1250,,,0
R 1 200 000,3.0,1.0,5.0,House,605m²,,,R490,,0
R 360 000,1.0,1.0,,Apartment/Flat,2779m²,27m²,R1600,R200,0.0,0
R 1 500 000,2.0,2.0,1.0,Apartment/Flat,,106m²,R3984,,1.0,1
R 1 995 000,3.0,1.0,1.0,House,744m²,,,R952,0.0,0
R 12 000 000,,,,IndustrialProperty,11883m²,,,,,0
R 14 995 000,50.0,25.0,30.0,House,3281m²,2407m²,,R2800,1.0,1
R 2 495 000,4.0,2.0,4.0,House,2644m²,,,R2788,1.0,1
R 1 700 000,3.0,2.0,2.0,Apartment/Flat,4465m²,182m²,R2529,R802,0.0,0
R 2 200 000,,,,House,,,,,,0
R 4 500 000,,,,CommercialProperty,838m²,1370m²,,R5200,,0
R 365 000,3.0,2.0,1.0,Apartment/Flat,994m²,122m²,R780,R255,0.0,0
R 4 250 000,4.0,3.0,3.0,House,1051m²,500m²,,R1683,,1
R 1 495 000,2.0,2.0,1.0,Apartment/Flat,,86m²,R2448,R986,0.0,1
R 8 850 000,5.0,5.5,8.0,House,1500m²,650m²,,R4300,0.0,1
R 2 500 000,12.0,3.0,5.0,House,,,,,,0
R 4 423 900,2.0,2.0,1.0,House,107m²,,R3580,,,0
R 3 999 000 - R 4 249 000,,,,,,,,,,0
R 1 699 900,2.0,2.0,2.0,Apartment/Flat,,108m²,,,,0
R 3 900 000,3.0,3.5,2.0,Apartment/Flat,,151m²,R3100,,1.0,1
R 1 500 000,3.0,2.0,2.0,House,,,,,,0
R 995 000,3.0,2.0,1.0,House,,,,,,0
